"Time (s) 0","Angle, Ch P1 (rad) 0","Time (s) 0.04","Angle, Ch P1 (rad) 0.04","Time (s) 0.06","Angle, Ch P1 (rad) 0.06","Time (s) 0.1","Angle, Ch P1 (rad) 0.1","Time (s) 0.15","Angle, Ch P1 (rad) 0.15","Time (s) 0.2","Angle, Ch P1 (rad) 0.2","Time (s) 0.25","Angle, Ch P1 (rad) 0.25","Time (s) 0.3","Angle, Ch P1 (rad) 0.3","Time (s) 0.35","Angle, Ch P1 (rad) 0.35","Time (s) 0.4","Angle, Ch P1 (rad) 0.4","Time (s) 0.44","Angle, Ch P1 (rad) 0.44","Time (s) 0.46","Angle, Ch P1 (rad) 0.46","Time (s) 0.47","Angle, Ch P1 (rad) 0.47","Time (s) 0.49","Angle, Ch P1 (rad) 0.49","Time (s) 0.52","Angle, Ch P1 (rad) 0.52","Time (s) 0.51","Angle, Ch P1 (rad) 0.51","Time (s) 0.5","Angle, Ch P1 (rad) 0.5"
7.130,0.0722566850,,,7.130,0.1178098125,7.130,-0.0518363175,7.130,0.1884957000,7.130,-0.2827435500,,,,,,,,,,,7.130,0.0565487100,,,,,,,7.130,-0.0518363175,7.130,0.0675442925
7.140,0.0675442925,,,7.140,0.1130974200,7.140,-0.0439823300,7.140,0.1932080925,7.140,-0.2843143475,,,,,,,,,,,7.140,0.0471239250,,,,,,,7.140,-0.0596903050,7.140,0.0801106725
7.150,0.0628319000,,,7.150,0.1083850275,7.150,-0.0361283425,7.150,0.1994912825,7.150,-0.2858851450,,,,,,,,,,,7.150,0.0376991400,,,,,,,7.150,-0.0675442925,7.150,0.0911062550
7.160,0.0581195075,,,7.160,0.1021018375,7.160,-0.0298451525,7.160,0.2042036750,7.160,-0.2858851450,,,,,,,,,,,7.160,0.0282743550,,,,,,,7.160,-0.0753982800,7.160,0.1021018375
7.170,0.0534071150,,,7.170,0.0973894450,7.170,-0.0219911650,7.170,0.2089160675,7.170,-0.2874559425,,,,,,,,,,,7.170,0.0188495700,,,,,,,7.170,-0.0816814700,7.170,0.1146682175
7.180,0.0486947225,,,7.180,0.0926770525,7.180,-0.0141371775,7.180,0.2120576625,7.180,-0.2874559425,,,,,,,,,,,7.180,0.0094247850,,,,,,,7.180,-0.0895354575,7.180,0.1256638000
7.190,0.0439823300,,,7.190,0.0879646600,7.190,-0.0078539875,7.190,0.2167700550,7.190,-0.2874559425,,,,,,,,,,,7.190,3.1225022568E-17,,,,,,,7.190,-0.0973894450,7.190,0.1366593825
7.200,0.0392699375,,,7.200,0.0816814700,7.200,-4.6837533851E-17,7.200,0.2199116500,7.200,-0.2874559425,,,,,,,,,,,7.200,-0.0078539875,,,,,,,7.200,-0.1036726350,7.200,0.1476549650
7.210,0.0345575450,,,7.210,0.0769690775,7.210,0.0078539875,7.210,0.2230532450,7.210,-0.2858851450,,,,,,,,,,,7.210,-0.0157079750,,,,,,,7.210,-0.1099558250,7.210,0.1586505475
7.220,0.0298451525,,,7.220,0.0722566850,7.220,0.0141371775,7.220,0.2261948400,7.220,-0.2858851450,,,,,,,,,,,7.220,-0.0251327600,,,,,,,7.220,-0.1162390150,7.220,0.1696461300
7.230,0.0251327600,,,7.230,0.0675442925,7.230,0.0219911650,7.230,0.2277656375,7.230,-0.2843143475,,,,,,,,,,,7.230,-0.0314159500,,,,,,,7.230,-0.1225222050,7.230,0.1790709150
7.240,0.0204203675,,,7.240,0.0628319000,7.240,0.0282743550,7.240,0.2293364350,7.240,-0.2827435500,,,,,,,,,,,7.240,-0.0392699375,,,,,,,7.240,-0.1288053950,7.240,0.1869249025
7.250,0.0172787725,,,7.250,0.0581195075,7.250,0.0345575450,7.250,0.2324780300,7.250,-0.2796019550,,,,,,,,,,,7.250,-0.0455531275,,,,,,,7.250,-0.1350885850,,
7.260,0.0125663800,,,7.260,0.0534071150,7.260,0.0424115325,7.260,0.2324780300,7.260,-0.2780311575,,,,,,,,,,,7.260,-0.0518363175,,,,,,,7.260,-0.1413717750,,
7.270,0.0078539875,,,7.270,0.0502655200,7.270,0.0486947225,7.270,0.2340488275,7.270,-0.2748895625,,,,,,,,,,,7.270,-0.0581195075,,,,,,,7.270,-0.1460841675,,
7.280,0.0047123925,,,7.280,0.0455531275,7.280,0.0549779125,7.280,0.2340488275,7.280,-0.2717479675,,,,,,,,,,,7.280,-0.0628319000,,,,,,,7.280,-0.1523673575,,
7.290,6.8521577301E-17,,,7.290,0.0408407350,7.290,0.0612611025,7.290,0.2340488275,7.290,-0.2686063725,,,,,,,,,,,7.290,-0.0675442925,,,,,,,7.290,-0.1570797500,,
7.300,-0.0031415950,,,7.300,0.0376991400,7.300,0.0659734950,7.300,0.2340488275,7.300,-0.2654647775,,,,,,,,,,,7.300,-0.0706858875,,,,,,,7.300,-0.1617921425,,
7.310,-0.0078539875,,,7.310,0.0329867475,7.310,0.0722566850,7.310,0.2340488275,7.310,-0.2623231825,,,,,,,,,,,7.310,-0.0753982800,,,,,,,7.310,-0.1649337375,,
7.320,-0.0109955825,,,7.320,0.0298451525,7.320,0.0785398750,7.320,0.2324780300,7.320,-0.2576107900,,,,,,,,,,,7.320,-0.0769690775,,,,,,,7.320,-0.1696461300,,
7.330,-0.0141371775,,,7.330,0.0267035575,7.330,0.0848230650,7.330,0.2324780300,7.330,-0.2528983975,,,,,,,,,,,7.330,-0.0801106725,,,,,,,7.330,-0.1727877250,,
7.340,-0.0188495700,,,7.340,0.0219911650,7.340,0.0895354575,7.340,0.2309072325,7.340,-0.2481860050,,,,,,,,,,,7.340,-0.0816814700,,,,,,,7.340,-0.1743585225,,
7.350,-0.0219911650,,,7.350,0.0188495700,7.350,0.0942478500,7.350,0.2277656375,7.350,-0.2434736125,,,,,,,,,,,7.350,-0.0816814700,,,,,,,7.350,-0.1775001175,,
7.360,-0.0251327600,,,7.360,0.0157079750,7.360,0.1005310400,7.360,0.2261948400,7.360,-0.2387612200,,,,,,,,,,,7.360,-0.0832522675,,,,,,,7.360,-0.1790709150,,
7.370,-0.0282743550,,,,,7.370,0.1052434325,7.370,0.2230532450,7.370,-0.2340488275,,,,,,,,,,,7.370,-0.0832522675,,,,,,,7.370,-0.1806417125,,
7.380,-0.0298451525,,,,,7.380,0.1083850275,7.380,0.2199116500,7.380,-0.2277656375,,,,,,,,,,,7.380,-0.0816814700,,,,,,,7.380,-0.1822125100,,
7.390,-0.0329867475,,,,,7.390,0.1130974200,7.390,0.2167700550,7.390,-0.2230532450,,,,,,,,,,,7.390,-0.0816814700,,,,,,,7.390,-0.1822125100,,
7.400,-0.0361283425,,,,,7.400,0.1178098125,7.400,0.2120576625,7.400,-0.2167700550,,,,,,,,,,,7.400,-0.0785398750,,,,,,,7.400,-0.1822125100,,
7.410,-0.0376991400,,,,,7.410,0.1209514075,7.410,0.2089160675,7.410,-0.2104868650,,,,,,,,,,,7.410,-0.0769690775,,,,,,,7.410,-0.1806417125,,
7.420,-0.0408407350,,,,,7.420,0.1240930025,7.420,0.2042036750,7.420,-0.2042036750,,,,,,,,,,,7.420,-0.0738274825,,,,,,,7.420,-0.1790709150,,
7.430,-0.0424115325,,,,,7.430,0.1272345975,7.430,0.1994912825,7.430,-0.1979204850,,,,,,,,,,,7.430,-0.0706858875,,,,,,,7.430,-0.1775001175,,
7.440,-0.0439823300,,,,,7.440,0.1303761925,7.440,0.1947788900,7.440,-0.1916372950,,,,,,,,,,,7.440,-0.0659734950,,,,,,,7.440,-0.1759293200,,
7.450,-0.0455531275,,,,,7.450,0.1335177875,7.450,0.1884957000,7.450,-0.1853541050,,,,,,,,,,,7.450,-0.0612611025,,,,,,,7.450,-0.1743585225,,
7.460,-0.0471239250,,,,,7.460,0.1350885850,7.460,0.1837833075,7.460,-0.1790709150,,,,,,,,,,,7.460,-0.0565487100,,,,,,,7.460,-0.1712169275,,
7.470,-0.0486947225,,,,,7.470,0.1366593825,7.470,0.1775001175,7.470,-0.1727877250,,,,,,,,,,,7.470,-0.0502655200,,,,,,,7.470,-0.1665045350,,
7.480,-0.0502655200,,,,,7.480,0.1382301800,7.480,0.1712169275,7.480,-0.1649337375,,,,,,,,,,,7.480,-0.0439823300,,,,,,,7.480,-0.1633629400,,
7.490,-0.0502655200,,,,,7.490,0.1398009775,7.490,0.1649337375,7.490,-0.1586505475,,,,,,,,,,,7.490,-0.0376991400,,,,,,,7.490,-0.1586505475,,
7.500,-0.0518363175,,,,,7.500,0.1413717750,7.500,0.1586505475,7.500,-0.1523673575,,,,,,,,,,,7.500,-0.0298451525,,,,,,,7.500,-0.1539381550,,
7.510,-0.0518363175,,,,,7.510,0.1413717750,7.510,0.1507965600,7.510,-0.1445133700,,,,,,,,,,,7.510,-0.0219911650,,,,,,,7.510,-0.1492257625,,
7.520,-0.0534071150,,,,,7.520,0.1413717750,7.520,0.1445133700,7.520,-0.1382301800,,,,,,,,,,,7.520,-0.0141371775,,,,,,,7.520,-0.1429425725,,
7.530,-0.0534071150,,,,,7.530,0.1413717750,7.530,0.1366593825,7.530,-0.1319469900,,,,,,,,,,,7.530,-0.0062831900,,,,,,,7.530,-0.1382301800,,
7.540,-0.0534071150,,,,,7.540,0.1413717750,7.540,0.1303761925,7.540,-0.1240930025,,,,,,,,,,,7.540,0.0031415950,,,,,,,7.540,-0.1319469900,,
7.550,-0.0534071150,,,,,7.550,0.1413717750,7.550,0.1225222050,7.550,-0.1178098125,,,,,,,,,,,7.550,0.0109955825,,,,,,,7.550,-0.1240930025,,
7.560,-0.0534071150,,,,,7.560,0.1398009775,7.560,0.1146682175,7.560,-0.1115266225,,,,,,,,,,,7.560,0.0204203675,,,,,,,7.560,-0.1178098125,,
7.570,-0.0534071150,,,,,7.570,0.1382301800,7.570,0.1068142300,7.570,-0.1036726350,,,,,,,,,,,7.570,0.0298451525,,,,,,,7.570,-0.1099558250,,
7.580,-0.0518363175,,,,,7.580,0.1366593825,7.580,0.0989602425,7.580,-0.0973894450,,,,,,,,,,,7.580,0.0392699375,,,,,,,7.580,-0.1036726350,,
7.590,-0.0518363175,,,,,7.590,0.1350885850,7.590,0.0911062550,7.590,-0.0911062550,,,,,,,,,,,7.590,0.0502655200,,,,,,,7.590,-0.0958186475,,
7.600,-0.0502655200,,,,,7.600,0.1335177875,7.600,0.0816814700,7.600,-0.0848230650,,,,,,,,,,,7.600,0.0596903050,,,,,,,7.600,-0.0895354575,,
7.610,-0.0486947225,,,,,7.610,0.1303761925,7.610,0.0738274825,7.610,-0.0785398750,,,,,,,,,,,7.610,0.0691150900,,,,,,,7.610,-0.0816814700,,
7.620,-0.0471239250,,,,,7.620,0.1288053950,7.620,0.0659734950,7.620,-0.0722566850,,,,,,,,,,,7.620,0.0801106725,,,,,,,7.620,-0.0738274825,,
7.630,-0.0455531275,,,,,7.630,0.1256638000,7.630,0.0565487100,7.630,-0.0659734950,,,,,,,,,,,7.630,0.0895354575,,,,,,,7.630,-0.0644026975,,
7.640,-0.0439823300,,,,,7.640,0.1225222050,7.640,0.0486947225,7.640,-0.0596903050,,,,,,,,,,,7.640,0.0989602425,,,,,,,7.640,-0.0565487100,,
7.650,-0.0424115325,,,,,7.650,0.1178098125,7.650,0.0408407350,7.650,-0.0549779125,,,,,,,,,,,7.650,0.1099558250,,,,,,,7.650,-0.0486947225,,
7.660,-0.0408407350,,,,,7.660,0.1146682175,7.660,0.0329867475,7.660,-0.0486947225,,,,,,,,,,,7.660,0.1193806100,,,,,,,7.660,-0.0408407350,,
7.670,-0.0376991400,,,,,7.670,0.1099558250,7.670,0.0235619625,7.670,-0.0439823300,,,,,,,,,,,7.670,0.1288053950,,,,,,,7.670,-0.0329867475,,
7.680,-0.0361283425,,,,,7.680,0.1052434325,7.680,0.0157079750,7.680,-0.0392699375,,,,,,,,,,,7.680,0.1382301800,,,,,,,7.680,-0.0267035575,,
7.690,-0.0329867475,,,,,7.690,0.1005310400,7.690,0.0078539875,7.690,-0.0345575450,,,,,,,,,,,7.690,0.1476549650,,,,,,,7.690,-0.0188495700,,
7.700,-0.0298451525,,,,,7.700,0.0958186475,7.700,-3.4694469520E-18,7.700,-0.0298451525,,,,,,,,,,,7.700,0.1555089525,,,,,,,7.700,-0.0125663800,,
7.710,-0.0267035575,,,,,7.710,0.0911062550,7.710,-0.0078539875,7.710,-0.0251327600,,,,,,,,,,,7.710,0.1649337375,,,,,,,7.710,-0.0047123925,,
7.720,-0.0251327600,,,,,7.720,0.0863938625,7.720,-0.0157079750,7.720,-0.0219911650,,,,,,,,,,,7.720,0.1743585225,,,,,,,7.720,0.0015707975,,
7.730,-0.0219911650,,,,,7.730,0.0801106725,7.730,-0.0235619625,7.730,-0.0172787725,,,,,,,,,,,7.730,0.1822125100,,,,,,,7.730,0.0078539875,,
7.740,-0.0172787725,,,,,7.740,0.0738274825,7.740,-0.0314159500,7.740,-0.0141371775,,,,,,,,,,,7.740,0.1900664975,,,,,,,7.740,0.0141371775,,
7.750,-0.0141371775,,,,,7.750,0.0691150900,7.750,-0.0392699375,7.750,-0.0109955825,,,,,,,,,,,7.750,0.1979204850,,,,,,,7.750,0.0204203675,,
7.760,-0.0109955825,,,,,7.760,0.0628319000,7.760,-0.0455531275,7.760,-0.0078539875,,,,,,,,,,,7.760,0.2042036750,,,,,,,7.760,0.0267035575,,
7.770,-0.0078539875,,,,,7.770,0.0565487100,7.770,-0.0534071150,7.770,-0.0062831900,,,,,,,,,,,7.770,0.2104868650,,,,,,,7.770,0.0314159500,,
7.780,-0.0031415950,,,,,7.780,0.0486947225,7.780,-0.0596903050,7.780,-0.0031415950,,,,,,,,,,,7.780,0.2167700550,,,,,,,7.780,0.0376991400,,
7.790,6.6353172956E-17,,,,,7.790,0.0424115325,7.790,-0.0659734950,7.790,-0.0015707975,,,,,,,,,,,7.790,0.2230532450,,,,,,,7.790,0.0439823300,,
7.800,0.0047123925,,,,,7.800,0.0361283425,7.800,-0.0722566850,7.800,-9.5409791179E-18,,,,,,,,,,,7.800,0.2277656375,,,,,,,7.800,0.0486947225,,
7.810,0.0078539875,,,,,7.810,0.0298451525,7.810,-0.0785398750,7.810,0.0015707975,,,,,,,,,,,7.810,0.2324780300,,,,,,,7.810,0.0534071150,,
7.820,0.0125663800,,,,,7.820,0.0219911650,7.820,-0.0848230650,7.820,0.0015707975,,,,,,,,,,,7.820,0.2356196250,,,,,,,7.820,0.0565487100,,
7.830,0.0172787725,,,,,7.830,0.0157079750,7.830,-0.0911062550,7.830,0.0031415950,,,,,,,,,,,7.830,0.2387612200,,,,,,,7.830,0.0596903050,,
7.840,0.0219911650,,,,,7.840,0.0078539875,7.840,-0.0958186475,7.840,0.0031415950,,,,,,,,,,,7.840,0.2419028150,,,,,,,7.840,0.0628319000,,
7.850,0.0251327600,,,,,7.850,-3.8163916471E-17,7.850,-0.1005310400,7.850,0.0031415950,,,,,,,,,,,7.850,0.2434736125,,,,,,,7.850,0.0659734950,,
7.860,0.0298451525,,,,,7.860,-0.0062831900,7.860,-0.1052434325,7.860,0.0031415950,,,,,,,,,,,7.860,0.2450444100,,,,,,,7.860,0.0691150900,,
7.870,0.0345575450,,,,,7.870,-0.0141371775,7.870,-0.1099558250,7.870,0.0031415950,,,,,,,,,,,7.870,0.2466152075,,,,,,,7.870,0.0706858875,,
7.880,0.0392699375,,,,,7.880,-0.0219911650,7.880,-0.1130974200,7.880,0.0015707975,,,,,,,,,,,7.880,0.2466152075,,,,,,,7.880,0.0722566850,,
7.890,0.0439823300,,,,,7.890,-0.0282743550,7.890,-0.1178098125,7.890,-9.5409791179E-18,,,,,,,,,,,7.890,0.2466152075,,,,,,,7.890,0.0722566850,,
7.900,0.0486947225,,,,,7.900,-0.0361283425,7.900,-0.1209514075,7.900,-0.0015707975,,,,,,,,,,,7.900,0.2466152075,,,,,,,7.900,0.0738274825,,
7.910,0.0534071150,,,,,7.910,-0.0439823300,7.910,-0.1240930025,7.910,-0.0031415950,,,,,,,,,,,7.910,0.2450444100,,,,,,,7.910,0.0722566850,,
7.920,0.0581195075,,,,,7.920,-0.0502655200,7.920,-0.1256638000,7.920,-0.0047123925,,,,,,,,,,,7.920,0.2434736125,,,,,,,7.920,0.0722566850,,
7.930,0.0628319000,,,,,7.930,-0.0581195075,7.930,-0.1288053950,7.930,-0.0078539875,,,,,,,,,,,7.930,0.2403320175,,,,,,,7.930,0.0706858875,,
7.940,0.0675442925,,,,,7.940,-0.0659734950,7.940,-0.1303761925,7.940,-0.0109955825,,,,,,,,,,,7.940,0.2371904225,,,,,,,7.940,0.0691150900,,
7.950,0.0722566850,,,,,7.950,-0.0722566850,7.950,-0.1319469900,7.950,-0.0141371775,,,,,,,,,,,7.950,0.2340488275,,,,,,,7.950,0.0675442925,,
7.960,0.0769690775,,,,,7.960,-0.0801106725,7.960,-0.1335177875,7.960,-0.0172787725,,,,,,,,,,,7.960,0.2293364350,,,,,,,7.960,0.0644026975,,
7.970,0.0816814700,,,,,7.970,-0.0863938625,7.970,-0.1335177875,7.970,-0.0204203675,,,,,,,,,,,7.970,0.2246240425,,,,,,,7.970,0.0612611025,,
7.980,0.0863938625,,,,,7.980,-0.0926770525,7.980,-0.1335177875,7.980,-0.0235619625,,,,,,,,,,,7.980,0.2199116500,,,,,,,7.980,0.0581195075,,
7.990,0.0911062550,,,,,7.990,-0.1005310400,7.990,-0.1335177875,7.990,-0.0282743550,,,,,,,,,,,7.990,0.2136284600,,,,,,,7.990,0.0534071150,,
8.000,0.0958186475,,,,,8.000,-0.1068142300,8.000,-0.1335177875,8.000,-0.0329867475,,,,,,,,,,,8.000,0.2073452700,,,,,,,8.000,0.0502655200,,
8.010,0.1005310400,,,,,8.010,-0.1130974200,8.010,-0.1335177875,8.010,-0.0376991400,,,,,,,,,,,8.010,0.2010620800,,,,,,,8.010,0.0455531275,,
8.020,0.1036726350,,,,,8.020,-0.1193806100,8.020,-0.1319469900,8.020,-0.0424115325,,,,,,,,,,,8.020,0.1932080925,,,,,,,8.020,0.0392699375,,
8.030,0.1083850275,,,,,8.030,-0.1256638000,8.030,-0.1303761925,8.030,-0.0471239250,,,,,,,,,,,8.030,0.1853541050,,,,,,,8.030,0.0345575450,,
8.040,0.1130974200,,,,,8.040,-0.1319469900,8.040,-0.1288053950,8.040,-0.0534071150,,,,,,,,,,,8.040,0.1775001175,,,,,,,8.040,0.0282743550,,
8.050,0.1178098125,,,,,8.050,-0.1366593825,8.050,-0.1272345975,8.050,-0.0581195075,,,,,,,,,,,8.050,0.1696461300,,,,,,,8.050,0.0219911650,,
8.060,0.1209514075,,,,,8.060,-0.1429425725,,,8.060,-0.0644026975,,,,,,,,,,,8.060,0.1617921425,,,,,,,8.060,0.0157079750,,
8.070,0.1256638000,,,,,8.070,-0.1476549650,,,8.070,-0.0706858875,,,,,,,,,,,8.070,0.1523673575,,,,,,,8.070,0.0094247850,,
8.080,0.1288053950,,,,,8.080,-0.1539381550,,,8.080,-0.0769690775,,,,,,,,,,,8.080,0.1429425725,,,,,,,8.080,0.0015707975,,
8.090,0.1335177875,,,,,8.090,-0.1586505475,,,8.090,-0.0816814700,,,,,,,,,,,8.090,0.1335177875,,,,,,,8.090,-0.0047123925,,
8.100,0.1366593825,,,,,8.100,-0.1617921425,,,8.100,-0.0895354575,,,,,,,,,,,8.100,0.1240930025,,,,,,,8.100,-0.0125663800,,
8.110,0.1413717750,,,,,8.110,-0.1665045350,,,8.110,-0.0958186475,,,,,,,,,,,8.110,0.1130974200,,,,,,,8.110,-0.0204203675,,
8.120,0.1445133700,,,,,8.120,-0.1712169275,,,8.120,-0.1021018375,,,,,,,,,,,8.120,0.1036726350,,,,,,,8.120,-0.0267035575,,
8.130,0.1476549650,,,,,8.130,-0.1743585225,,,8.130,-0.1083850275,,,,,,,,,,,8.130,0.0942478500,,,,,,,8.130,-0.0345575450,,
8.140,0.1507965600,,,,,8.140,-0.1775001175,,,8.140,-0.1146682175,,,,,,,,,,,8.140,0.0832522675,,,,,,,8.140,-0.0424115325,,
8.150,0.1539381550,,,,,8.150,-0.1806417125,,,8.150,-0.1225222050,,,,,,,,,,,8.150,0.0738274825,,,,,,,8.150,-0.0502655200,,
8.160,0.1570797500,,,,,8.160,-0.1837833075,,,8.160,-0.1288053950,,,,,,,,,,,8.160,0.0644026975,,,,,,,8.160,-0.0596903050,,
8.170,0.1602213450,,,,,8.170,-0.1869249025,,,8.170,-0.1350885850,,,,,,,,,,,8.170,0.0549779125,,,,,,,8.170,-0.0675442925,,
8.180,0.1617921425,,,,,8.180,-0.1900664975,,,8.180,-0.1429425725,,,,,,,,,,,8.180,0.0439823300,,,,,,,8.180,-0.0753982800,,
8.190,0.1649337375,,,,,8.190,-0.1916372950,,,8.190,-0.1492257625,,,,,,,,,,,8.190,0.0345575450,,,,,,,8.190,-0.0816814700,,
8.200,0.1665045350,,,,,8.200,-0.1932080925,,,8.200,-0.1570797500,,,,,,,,,,,8.200,0.0251327600,,,,,,,8.200,-0.0895354575,,
8.210,0.1696461300,,,,,8.210,-0.1947788900,,,8.210,-0.1633629400,,,,,,,,,,,8.210,0.0157079750,,,,,,,8.210,-0.0958186475,,
8.220,0.1712169275,,,,,8.220,-0.1963496875,,,8.220,-0.1696461300,,,,,,,,,,,8.220,0.0078539875,,,,,,,8.220,-0.1036726350,,
8.230,0.1727877250,,,,,8.230,-0.1963496875,,,8.230,-0.1759293200,,,,,,,,,,,8.230,-0.0015707975,,,,,,,8.230,-0.1099558250,,
8.240,0.1743585225,,,,,8.240,-0.1979204850,,,8.240,-0.1837833075,,,,,,,,,,,8.240,-0.0094247850,,,,,,,8.240,-0.1162390150,,
8.250,0.1759293200,,,,,8.250,-0.1979204850,,,8.250,-0.1900664975,,,,,,,,,,,8.250,-0.0188495700,,,,,,,8.250,-0.1225222050,,
8.260,0.1775001175,,,,,8.260,-0.1979204850,,,8.260,-0.1963496875,,,,,,,,,,,8.260,-0.0267035575,,,,,,,8.260,-0.1272345975,,
8.270,0.1790709150,,,,,8.270,-0.1979204850,,,8.270,-0.2026328775,,,,,,,,,,,8.270,-0.0329867475,,,,,,,8.270,-0.1335177875,,
8.280,0.1790709150,,,,,8.280,-0.1963496875,,,8.280,-0.2089160675,,,,,,,,,,,8.280,-0.0408407350,,,,,,,8.280,-0.1398009775,,
8.290,0.1806417125,,,,,8.290,-0.1963496875,,,8.290,-0.2151992575,,,,,,,,,,,8.290,-0.0471239250,,,,,,,8.290,-0.1460841675,,
8.300,0.1806417125,,,,,8.300,-0.1947788900,,,8.300,-0.2199116500,,,,,,,,,,,8.300,-0.0534071150,,,,,,,8.300,-0.1507965600,,
8.310,0.1806417125,,,,,8.310,-0.1932080925,,,8.310,-0.2261948400,,,,,,,,,,,8.310,-0.0581195075,,,,,,,8.310,-0.1555089525,,
8.320,0.1806417125,,,,,8.320,-0.1916372950,,,8.320,-0.2324780300,,,,,,,,,,,8.320,-0.0628319000,,,,,,,8.320,-0.1602213450,,
8.330,0.1806417125,,,,,8.330,-0.1884957000,,,8.330,-0.2371904225,,,,,,,,,,,8.330,-0.0675442925,,,,,,,8.330,-0.1649337375,,
8.340,0.1806417125,,,,,8.340,-0.1869249025,,,8.340,-0.2419028150,,,,,,,,,,,8.340,-0.0722566850,,,,,,,8.340,-0.1680753325,,
8.350,0.1806417125,,,,,8.350,-0.1837833075,,,8.350,-0.2466152075,,,,,,,,,,,8.350,-0.0753982800,,,,,,,8.350,-0.1712169275,,
8.360,0.1806417125,,,,,8.360,-0.1806417125,,,8.360,-0.2513276000,,,,,,,,,,,8.360,-0.0769690775,,,,,,,8.360,-0.1743585225,,
8.370,0.1790709150,,,,,8.370,-0.1775001175,,,8.370,-0.2560399925,,,,,,,,,,,8.370,-0.0801106725,,,,,,,8.370,-0.1759293200,,
8.380,0.1790709150,,,,,8.380,-0.1727877250,,,8.380,-0.2607523850,,,,,,,,,,,8.380,-0.0816814700,,,,,,,8.380,-0.1775001175,,
8.390,0.1775001175,,,,,8.390,-0.1696461300,,,8.390,-0.2638939800,,,,,,,,,,,8.390,-0.0816814700,,,,,,,8.390,-0.1790709150,,
8.400,0.1759293200,,,,,8.400,-0.1649337375,,,8.400,-0.2670355750,,,,,,,,,,,8.400,-0.0816814700,,,,,,,8.400,-0.1806417125,,
8.410,0.1743585225,,,,,8.410,-0.1602213450,,,8.410,-0.2701771700,,,,,,,,,,,8.410,-0.0816814700,,,,,,,8.410,-0.1806417125,,
8.420,0.1727877250,,,,,,,,,8.420,-0.2733187650,,,,,,,,,,,8.420,-0.0816814700,,,,,,,8.420,-0.1806417125,,
8.430,0.1712169275,,,,,,,,,8.430,-0.2764603600,,,,,,,,,,,8.430,-0.0801106725,,,,,,,8.430,-0.1790709150,,
8.440,0.1696461300,,,,,,,,,8.440,-0.2796019550,,,,,,,,,,,8.440,-0.0785398750,,,,,,,8.440,-0.1790709150,,
8.450,0.1665045350,,,,,,,,,8.450,-0.2811727525,,,,,,,,,,,8.450,-0.0753982800,,,,,,,8.450,-0.1775001175,,
8.460,0.1649337375,,,,,,,,,8.460,-0.2827435500,,,,,,,,,,,8.460,-0.0722566850,,,,,,,8.460,-0.1759293200,,
8.470,0.1617921425,,,,,,,,,8.470,-0.2843143475,,,,,,,,,,,8.470,-0.0675442925,,,,,,,8.470,-0.1727877250,,
8.480,0.1602213450,,,,,,,,,8.480,-0.2858851450,,,,,,,,,,,8.480,-0.0644026975,,,,,,,8.480,-0.1696461300,,
8.490,0.1570797500,,,,,,,,,8.490,-0.2858851450,,,,,,,,,,,8.490,-0.0596903050,,,,,,,8.490,-0.1665045350,,
8.500,0.1539381550,,,,,,,,,8.500,-0.2874559425,,,,,,,,,,,8.500,-0.0534071150,,,,,,,8.500,-0.1617921425,,
8.510,0.1507965600,,,,,,,,,8.510,-0.2874559425,,,,,,,,,,,8.510,-0.0471239250,,,,,,,8.510,-0.1570797500,,
8.520,0.1476549650,,,,,,,,,8.520,-0.2874559425,,,,,,,,,,,8.520,-0.0408407350,,,,,,,8.520,-0.1523673575,,
8.530,0.1445133700,,,,,,,,,8.530,-0.2874559425,,,,,,,,,,,8.530,-0.0345575450,,,,,,,8.530,-0.1476549650,,
8.540,0.1413717750,,,,,,,,,8.540,-0.2858851450,,,,,,,,,,,8.540,-0.0267035575,,,,,,,8.540,-0.1429425725,,
8.550,0.1366593825,,,,,,,,,8.550,-0.2843143475,,,,,,,,,,,8.550,-0.0188495700,,,,,,,8.550,-0.1366593825,,
8.560,0.1335177875,,,,,,,,,8.560,-0.2827435500,,,,,,,,,,,8.560,-0.0109955825,,,,,,,8.560,-0.1303761925,,
8.570,0.1303761925,,,,,,,,,8.570,-0.2811727525,,,,,,,,,,,8.570,-0.0031415950,,,,,,,8.570,-0.1240930025,,
8.580,0.1256638000,,,,,,,,,8.580,-0.2796019550,,,,,,,,,,,8.580,0.0062831900,,,,,,,8.580,-0.1178098125,,
8.590,0.1225222050,,,,,,,,,8.590,-0.2780311575,,,,,,,,,,,8.590,0.0141371775,,,,,,,,,,
8.600,0.1178098125,,,,,,,,,8.600,-0.2748895625,,,,,,,,,,,8.600,0.0235619625,,,,,,,,,,
8.610,0.1130974200,,,,,,,,,8.610,-0.2717479675,,,,,,,,,,,8.610,0.0329867475,,,,,,,,,,
8.620,0.1083850275,,,,,,,,,8.620,-0.2686063725,,,,,,,,,,,8.620,0.0424115325,,,,,,,,,,
8.630,0.1052434325,,,,,,,,,8.630,-0.2654647775,,,,,,,,,,,8.630,0.0534071150,,,,,,,,,,
8.640,0.1005310400,,,,,,,,,8.640,-0.2607523850,,,,,,,,,,,8.640,0.0628319000,,,,,,,,,,
,,,,,,,,,,8.650,-0.2576107900,,,,,,,,,,,8.650,0.0722566850,,,,,,,,,,
